index,ticker,name,finnhubIndustry,country,currency,exchange,ipo,marketCapitalization,marketCapClass,shareOutstanding
2158,RBCN,Rubicon Technology Inc,Semiconductors,US,USD,NASDAQ NMS - GLOBAL MARKET,11/16/2007,18.59125,MICRO_CAP,2.555497
2159,RBKB,Rhinebeck Bancorp Inc,Financial Services,US,USD,NASDAQ NMS - GLOBAL MARKET,1/17/2019,80.38235,MICRO_CAP,11.13329
2160,RBNC,Reliant Bancorp Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,10/30/2006,259.4116,MICRO_CAP,16.618298
2161,RCII,Rent-A-Center Inc,Retail,US,USD,NASDAQ NMS - GLOBAL MARKET,11/21/1983,1521.462,SMALL_CAP,53.780909
2162,RCKT,Rocket Pharmaceuticals Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,2/18/2015,1031.988,SMALL_CAP,55.157035
2163,RCKY,Rocky Brands Inc,"Textiles, Apparel & Luxury Goods",US,USD,NASDAQ NMS - GLOBAL MARKET,2/3/1993,168.5466,MICRO_CAP,7.312217
2164,RCM,R1 RCM Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,5/20/2010,1452.266,SMALL_CAP,114.89449
2165,RCMT,R C M Technologies Inc,Professional Services,US,USD,NASDAQ NMS - GLOBAL MARKET,10/26/1982,24.17018,MICRO_CAP,13.13597
2167,RDCM,Radcom Ltd,Communications,IL,USD,NASDAQ NMS - GLOBAL MARKET,9/24/1997,107.2267,MICRO_CAP,13.943656
2168,RDFN,Redfin Corp,Real Estate,US,USD,NASDAQ NMS - GLOBAL MARKET,7/28/2017,3332.626,MID_CAP,98.481863
2169,RDI,Reading International Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,12/13/1983,110.2521,MICRO_CAP,21.71814
2170,RDNT,RadNet Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,2/26/1991,906.6901,SMALL_CAP,50.399675
2171,RDUS,Radius Health Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,6/6/2014,634.5964,SMALL_CAP,46.388624
2172,RDVT,Red Violet Inc,Professional Services,US,USD,NASDAQ NMS - GLOBAL MARKET,3/16/2018,248.7774,MICRO_CAP,11.598015
2174,RDWR,Radware Ltd,Communications,IL,USD,NASDAQ NMS - GLOBAL MARKET,9/30/1999,1114.458,SMALL_CAP,46.339201
2175,REAL,RealReal Inc,Retail,US,USD,NASDAQ NMS - GLOBAL MARKET,6/28/2019,1335.569,SMALL_CAP,86.894511
2176,REDU,Rise Education Cayman Ltd,Diversified Consumer Services,CN,USD,NASDAQ NMS - GLOBAL MARKET,10/20/2017,193.2136,MICRO_CAP,112.75532
2177,REED,Reed's Inc,Beverages,US,USD,NASDAQ NMS - GLOBAL MARKET,12/29/2006,72.36782,MICRO_CAP,62.92854
2178,REFR,Research Frontiers Inc,Electrical Equipment,US,USD,NASDAQ NMS - GLOBAL MARKET,7/8/1986,160.8249,MICRO_CAP,31.411107
2179,REG,Regency Centers Corp,Real Estate,US,USD,NASDAQ NMS - GLOBAL MARKET,10/29/1993,8613.762,MID_CAP,169.629023
2180,REGI,Renewable Energy Group Inc,Energy ,US,USD,NASDAQ NMS - GLOBAL MARKET,1/19/2012,1265.568,SMALL_CAP,39.048673
2181,REGN,Regeneron Pharmaceuticals Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,1/1/1991,68479.94,LARGE_CAP,112.522281
2182,REKR,Rekor Systems Inc,Professional Services,US,USD,NASDAQ NMS - GLOBAL MARKET,8/28/2017,82.78757,MICRO_CAP,22.869494
2183,RELL,Richardson Electronics Ltd,Electrical Equipment,US,USD,NASDAQ NMS - GLOBAL MARKET,10/28/1983,59.23954,MICRO_CAP,13.135154
2184,RELV,Reliv International Inc,Consumer products,US,USD,NASDAQ NMS - GLOBAL MARKET,3/8/1993,6.25229,MICRO_CAP,1.746449
2185,REPH,Recro Pharma Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,3/7/2014,133.3821,MICRO_CAP,23.565735
2186,REPL,Replimune Group Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,7/20/2018,737.8896,SMALL_CAP,36.78413
2187,RESN,Resonant Inc,Communications,US,USD,NASDAQ NMS - GLOBAL MARKET,5/29/2014,132.9278,MICRO_CAP,52.749134
2188,RETA,Reata Pharmaceuticals Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,5/26/2016,4553.52,MID_CAP,33.237371
2189,RETO,ReTo Eco-Solutions Inc,Construction,CN,USD,NASDAQ NMS - GLOBAL MARKET,11/29/2017,21.7704,MICRO_CAP,23.16
2190,REXN,Rexahn Pharmaceuticals Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,11/30/2004,10.16802,MICRO_CAP,4.019141
2195,RFIL,RF Industries Ltd,Electrical Equipment,US,USD,NASDAQ NMS - GLOBAL MARKET,10/27/1993,55.52142,MICRO_CAP,9.758062
2196,RGCO,RGC Resources Inc,Utilities,US,USD,NASDAQ NMS - GLOBAL MARKET,2/1/1994,210.0481,MICRO_CAP,8.138246
2197,RGEN,Repligen Corp,Life Sciences Tools & Services,US,USD,NASDAQ NMS - GLOBAL MARKET,4/29/1986,6050.206,MID_CAP,52.305744
2198,RGLD,Royal Gold Inc,Metals & Mining,US,USD,NASDAQ NMS - GLOBAL MARKET,4/19/2010,8017.288,MID_CAP,65.581083
2199,RGLS,Regulus Therapeutics Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,10/4/2012,23.42053,MICRO_CAP,27.608783
2200,RGNX,Regenxbio Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,9/17/2015,1375.315,SMALL_CAP,37.241119
2201,RIBT,RiceBran Technologies,Food Products,US,USD,NASDAQ NMS - GLOBAL MARKET,10/1/2003,40.49294,MICRO_CAP,40.092017
2202,RICK,RCI Hospitality Holdings Inc,"Hotels, Restaurants & Leisure",US,USD,NASDAQ NMS - GLOBAL MARKET,10/13/1995,161.7912,MICRO_CAP,9.125281
2203,RIGL,Rigel Pharmaceuticals Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,11/29/2000,327.0249,SMALL_CAP,168.569525
2204,RILY,B. Riley Financial Inc,Financial Services,US,USD,NASDAQ NMS - GLOBAL MARKET,8/3/2009,606.9421,SMALL_CAP,25.827322
2206,RIOT,Riot Blockchain Inc,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,1/23/2003,89.80759,MICRO_CAP,34.54138
2207,RIVE,Riverview Financial Corp,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,11/1/2013,69.21129,MICRO_CAP,9.240492
2208,RKDA,Arcadia Biosciences Inc,Food Products,US,USD,NASDAQ NMS - GLOBAL MARKET,5/15/2015,40.28622,MICRO_CAP,10.04644
2209,RLMD,Relmada Therapeutics Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,3/3/2014,737.5642,SMALL_CAP,15.198109
2210,RMBI,Richmond Mutual Bancorporation Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,7/2/2019,159.4789,MICRO_CAP,13.526625
2211,RMBL,RumbleON Inc,Retail,US,USD,NASDAQ NMS - GLOBAL MARKET,7/2/2014,27.03939,MICRO_CAP,1.161681
2212,RMBS,Rambus Inc,Semiconductors,US,USD,NASDAQ NMS - GLOBAL MARKET,5/14/1997,1812.404,SMALL_CAP,113.275229
2213,RMCF,Rocky Mountain Chocolate Factory Inc (Delaware),Food Products,US,USD,NASDAQ NMS - GLOBAL MARKET,2/11/1986,30.66695,MICRO_CAP,6.060663
2214,RMNI,Rimini Street Inc,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,7/10/2015,307.5189,SMALL_CAP,68.186
2215,RMR,RMR Group Inc,Real Estate,US,USD,NASDAQ NMS - GLOBAL MARKET,11/24/2015,1054.82,SMALL_CAP,31.314479
2216,RNDB,Randolph Bancorp Inc,Financial Services,US,USD,NASDAQ NMS - GLOBAL MARKET,7/1/2016,53.37407,MICRO_CAP,5.479884
2224,RNST,Renasant Corp,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,4/21/1992,1529.733,SMALL_CAP,56.157581
2225,RNWK,RealNetworks Inc,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,11/21/1997,64.23518,MICRO_CAP,38.235224
2226,ROAD,Construction Partners Inc,Construction,US,USD,NASDAQ NMS - GLOBAL MARKET,5/4/2018,1035.635,SMALL_CAP,51.781745
2228,ROCK,Gibraltar Industries Inc,Building,US,USD,NASDAQ NMS - GLOBAL MARKET,11/5/1993,1610.073,SMALL_CAP,32.408882
2229,ROIC,Retail Opportunity Investments Corp,Real Estate,US,USD,NASDAQ NMS - GLOBAL MARKET,3/6/2014,1489.351,SMALL_CAP,116.355537
2230,ROKU,Roku Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,9/28/2017,12594.17,LARGE_CAP,120.719165
2231,ROLL,RBC Bearings Inc,Machinery,US,USD,NASDAQ NMS - GLOBAL MARKET,8/10/2005,3875.39,MID_CAP,25.041293
2232,ROSE,Rosehill Resources Inc,Energy ,US,USD,NASDAQ NMS - GLOBAL MARKET,2/19/2016,34.72464,MICRO_CAP,44.262219
2233,ROST,Ross Stores Inc,Retail,US,USD,NASDAQ NMS - GLOBAL MARKET,8/8/1985,36420.06,LARGE_CAP,355.387044
2234,RP,RealPage Inc,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,8/12/2010,6882.202,MID_CAP,102.124972
2235,RPAY,Repay Holdings Corp,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,7/17/2018,1763.418,SMALL_CAP,37.838719
2236,RPD,Rapid7 Inc,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,7/17/2015,2603.332,MID_CAP,50.501098
2237,RRBI,Red River Bancshares Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,5/3/2019,296.5626,MICRO_CAP,7.322532
2238,RRGB,Red Robin Gourmet Burgers Inc,"Hotels, Restaurants & Leisure",US,USD,NASDAQ NMS - GLOBAL MARKET,7/19/2002,217.4597,MICRO_CAP,12.882682
2239,RRR,Red Rock Resorts Inc,"Hotels, Restaurants & Leisure",US,USD,NASDAQ NMS - GLOBAL MARKET,4/27/2016,1853.76,SMALL_CAP,117.326566
2240,RSSS,Research Solutions Inc,Technology,US,USD,OTC MARKETS,4/14/2009,72.16884,MICRO_CAP,24.547223
2242,RTIX,RTI Surgical Holdings Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,8/10/2000,231.8954,MICRO_CAP,74.56445
2243,RTLR,Rattler Midstream LP,Energy ,US,USD,NASDAQ NMS - GLOBAL MARKET,5/23/2019,1593.939,SMALL_CAP,151.515152
2244,RTRX,Retrophin Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,7/23/2003,651.6492,SMALL_CAP,43.155572
2245,RTTR,Ritter Pharmaceuticals Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,6/24/2015,20.3073,MICRO_CAP,46.152959
2246,RUBI,Rubicon Project Inc,Retail,US,USD,"NEW YORK STOCK EXCHANGE, INC.",2/4/2014,889.3252,SMALL_CAP,107.406428
2247,RUBY,Rubius Therapeutics Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,7/18/2018,548.0422,SMALL_CAP,80.476102
2248,RUHN,Ruhnn Holding Ltd,Retail,CN,USD,NASDAQ NMS - GLOBAL MARKET,4/3/2019,315.3055,SMALL_CAP,420.407366
2249,RUN,Sunrun Inc,Electrical Equipment,US,USD,NASDAQ NMS - GLOBAL MARKET,8/5/2015,2325.982,MID_CAP,120.330159
2250,RUSHA,Rush Enterprises Inc,Trading Companies & Distributors,US,USD,NASDAQ NMS - GLOBAL MARKET,6/7/1996,1572.228,SMALL_CAP,35.960993
2251,RUTH,Ruth's Hospitality Group Inc,"Hotels, Restaurants & Leisure",US,USD,NASDAQ NMS - GLOBAL MARKET,8/9/2005,446.9446,SMALL_CAP,34.196221
2252,RVNC,Revance Therapeutics Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,2/6/2014,1283.956,SMALL_CAP,57.052046
2253,RVSB,Riverview Bancorp Inc,Financial Services,US,USD,NASDAQ NMS - GLOBAL MARKET,10/1/1997,133.9131,MICRO_CAP,22.544285
2254,RWLK,Rewalk Robotics Ltd,Health Care,IL,USD,NASDAQ NMS - GLOBAL MARKET,9/12/2014,23.28049,MICRO_CAP,12.933603
2255,RYTM,Rhythm Pharmaceuticals Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,10/5/2017,921.9595,SMALL_CAP,44.091798
2256,SABR,Sabre Corp,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,4/17/2014,2851.666,MID_CAP,275.523228
2258,SAFM,Sanderson Farms Inc,Food Products,US,USD,NASDAQ NMS - GLOBAL MARKET,5/19/1987,2974.098,MID_CAP,22.239574
2259,SAFT,Safety Insurance Group Inc,Insurance,US,USD,NASDAQ NMS - GLOBAL MARKET,11/22/2002,1229.812,SMALL_CAP,15.309497
2260,SAGE,SAGE Therapeutics Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,7/18/2014,1969.762,SMALL_CAP,51.917819
2261,SAIA,Saia Inc,Road & Rail,US,USD,NASDAQ NMS - GLOBAL MARKET,9/11/2002,2981.414,MID_CAP,26.072708
2262,SAL,Salisbury Bancorp Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,8/24/1998,109.8518,MICRO_CAP,2.828317
2263,SALM,Salem Media Group Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,7/1/1999,28.01753,MICRO_CAP,26.683363
2265,SAMG,Silvercrest Asset Management Group Inc,Financial Services,US,USD,NASDAQ NMS - GLOBAL MARKET,6/27/2013,191.5744,MICRO_CAP,14.360896
2266,SANM,Sanmina Corp,Electrical Equipment,US,USD,NASDAQ NMS - GLOBAL MARKET,4/14/1993,1926.867,SMALL_CAP,68.207673
2267,SANW,S&W Seed Co,Food Products,US,USD,NASDAQ NMS - GLOBAL MARKET,5/4/2010,80.19889,MICRO_CAP,33.416204
2269,SASR,Sandy Spring Bancorp Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,1/16/1976,1369.941,SMALL_CAP,46.98014
2270,SATS,EchoStar Corp,Communications,US,USD,NASDAQ NMS - GLOBAL MARKET,12/31/2007,3354.177,MID_CAP,97.875016
2271,SAVA,Cassava Sciences Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,7/14/2000,64.17995,MICRO_CAP,24.779902
2272,SBAC,SBA Communications Corp,Real Estate,US,USD,NASDAQ NMS - GLOBAL MARKET,6/16/1999,34408.37,LARGE_CAP,111.624887
2273,SBBP,Strongbridge Biopharma plc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,9/10/2015,194.7485,MICRO_CAP,54.247501
2274,SBBX,SB One Bancorp,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,11/21/1997,187.0458,MICRO_CAP,9.432466
2275,SBCF,Seacoast Banking Corporation of Florida,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,2/3/1984,1304.014,SMALL_CAP,52.708726
2276,SBFG,SB Financial Group Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,11/6/2001,134.7259,MICRO_CAP,7.698623
2277,SBGI,Sinclair Broadcast Group Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,6/6/1995,1842.82,SMALL_CAP,80.122627
2278,SBLK,Star Bulk Carriers Corp,Marine,GR,USD,NASDAQ NMS - GLOBAL MARKET,2/27/2006,638.8954,SMALL_CAP,96.074497
2279,SBNY,Signature Bank,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,3/23/2004,6272.927,MID_CAP,53.568974
2280,SBPH,Spring Bank Pharmaceuticals Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,5/6/2016,29.40312,MICRO_CAP,17.094839
2281,SBRA,Sabra Health Care REIT Inc,Real Estate,US,USD,NASDAQ NMS - GLOBAL MARKET,11/6/2010,3350.617,MID_CAP,205.559356
2282,SBSI,Southside Bancshares Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,5/30/1996,1013.455,SMALL_CAP,33.011569
2283,SBT,Sterling Bancorp Inc,Financial Services,US,USD,NASDAQ NMS - GLOBAL MARKET,11/17/2017,203.7735,MICRO_CAP,49.944473
2284,SBUX,Starbucks Corp,"Hotels, Restaurants & Leisure",US,USD,NASDAQ NMS - GLOBAL MARKET,6/1/1992,97623.15,LARGE_CAP,1168.3
2285,SCHL,Scholastic Corp,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,2/25/1992,1138.473,SMALL_CAP,34.270715
2286,SCHN,Schnitzer Steel Industries Inc,Metals & Mining,US,USD,NASDAQ NMS - GLOBAL MARKET,11/16/1993,482.9125,SMALL_CAP,27.099467
2287,SCKT,Socket Mobile Inc,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,6/7/1995,8.45057,MICRO_CAP,6.009507
2288,SCON,Superconductor Technologies Inc,Electrical Equipment,US,USD,NASDAQ NMS - GLOBAL MARKET,3/9/1993,12.10748,MICRO_CAP,23.283609
2289,SCOR,Comscore Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,6/27/2007,277.7911,MICRO_CAP,70.865075
2290,SCPH,scPharmaceuticals Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,11/17/2017,219.1826,MICRO_CAP,26.762227
2291,SCPL,Sciplay Corp,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,5/3/2019,1882.641,SMALL_CAP,126.247021
2292,SCSC,ScanSource Inc,Electrical Equipment,US,USD,NASDAQ NMS - GLOBAL MARKET,3/18/1994,699.0369,SMALL_CAP,25.345789
2293,SCVL,Shoe Carnival Inc,Retail,US,USD,NASDAQ NMS - GLOBAL MARKET,3/16/1993,398.5466,SMALL_CAP,14.087896
2294,SCWX,SecureWorks Corp,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,4/22/2016,1005.394,SMALL_CAP,82.139999
2295,SCYX,SCYNEXIS Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,5/2/2014,85.28446,MICRO_CAP,98.811797
2297,SDC,SmileDirectClub Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,9/12/2019,3349.218,MID_CAP,384.967548
2300,SEAC,SeaChange International Inc,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,11/5/1996,78.41921,MICRO_CAP,37.521151
2301,SECO,Secoo Holding Ltd,Retail,CN,USD,NASDAQ NMS - GLOBAL MARKET,9/22/2017,162.7919,MICRO_CAP,25.122199
2302,SEDG,Solaredge Technologies Inc,Semiconductors,IL,USD,NASDAQ NMS - GLOBAL MARKET,3/26/2015,7387.012,MID_CAP,49.630559
2303,SEED,Origin Agritech Ltd,Food Products,CN,USD,NASDAQ NMS - GLOBAL MARKET,11/8/2005,23.30452,MICRO_CAP,5.011724
2304,SEEL,Seelos Therapeutics Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,10/27/1993,51.69239,MICRO_CAP,44.949905
2305,SEIC,SEI Investments Co,Financial Services,US,USD,NASDAQ NMS - GLOBAL MARKET,3/26/1981,8989.825,MID_CAP,147.931955
2306,SELB,Selecta Biosciences Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,6/22/2016,334.2106,SMALL_CAP,87.489681
2307,SELF,Global Self Storage Inc,Real Estate,US,USD,NASDAQ NMS - GLOBAL MARKET,2/7/1997,37.33125,MICRO_CAP,9.356202
2308,SENEA,Seneca Foods Corp,Food Products,US,USD,NASDAQ NMS - GLOBAL MARKET,9/20/1995,346.3062,SMALL_CAP,9.154171
2309,SESN,Sesen Bio Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,2/6/2014,86.56638,MICRO_CAP,110.416298
2310,SFBC,Sound Financial Bancorp Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,8/23/2012,62.27093,MICRO_CAP,2.594622
2311,SFBS,ServisFirst Bancshares Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,5/14/2014,2044.995,MID_CAP,53.844009
2312,SFIX,Stitch Fix Inc,Retail,US,USD,NASDAQ NMS - GLOBAL MARKET,11/17/2017,2557.816,MID_CAP,102.444175
2313,SFM,Sprouts Farmers Market Inc,Retail,US,USD,NASDAQ NMS - GLOBAL MARKET,8/1/2013,2930.531,MID_CAP,117.786608
2314,SFNC,Simmons First National Corp,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,3/14/1985,2046.983,MID_CAP,108.968998
2315,SFST,Southern First Bancshares Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,10/26/1999,232.9166,MICRO_CAP,7.717582
2316,SG,Sirius International Insurance Group Ltd,Insurance,BM,USD,NASDAQ NMS - GLOBAL MARKET,11/6/2018,807.0954,SMALL_CAP,115.299341
2317,SGA,Saga Communications Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,12/14/1992,156.1389,MICRO_CAP,5.996118
2318,SGBX,SG Blocks Inc,Machinery,US,USD,NASDAQ NMS - GLOBAL MARKET,6/22/2017,19.10242,MICRO_CAP,7.610524
2319,SGC,Superior Group of Companies Inc,"Textiles, Apparel & Luxury Goods",US,USD,NASDAQ NMS - GLOBAL MARKET,3/17/1980,173.5157,MICRO_CAP,15.31471
2320,SGEN,Seattle Genetics Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,3/7/2001,25781.78,LARGE_CAP,173.101783
2321,SGH,Smart Global Holdings Inc,Semiconductors,KY,USD,NASDAQ NMS - GLOBAL MARKET,5/24/2017,693.1586,SMALL_CAP,23.993029
2322,SGLB,Sigma Labs Inc,Aerospace & Defense,US,USD,NASDAQ NMS - GLOBAL MARKET,5/17/2002,4.92503,MICRO_CAP,2.069339
2323,SGMA,SigmaTron International Inc,Electrical Equipment,US,USD,NASDAQ NMS - GLOBAL MARKET,2/9/1994,15.0609,MICRO_CAP,4.242508
2324,SGMO,Sangamo Therapeutics Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,4/6/2000,1531.399,SMALL_CAP,140.883058
2325,SGMS,Scientific Games Corp,"Hotels, Restaurants & Leisure",US,USD,NASDAQ NMS - GLOBAL MARKET,8/23/1984,1788.409,SMALL_CAP,94.474877
2326,SGOC,SGOCO Group Ltd,Electrical Equipment,HK,USD,NASDAQ NMS - GLOBAL MARKET,10/20/2000,81.14558,MICRO_CAP,84.526647
2327,SGRP,SPAR Group Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,3/1/1996,15.61573,MICRO_CAP,21.102335
2328,SGRY,Surgery Partners Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,10/1/2015,775.9623,SMALL_CAP,50.518377
2329,SHBI,Shore Bancshares Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,4/9/2001,154.6673,MICRO_CAP,12.523667
2330,SHEN,Shenandoah Telecommunications Co,Telecommunication,US,USD,NASDAQ NMS - GLOBAL MARKET,3/24/1994,2784.174,MID_CAP,49.842
2331,SHIP,Seanergy Maritime Holdings Corp,Marine,GR,USD,NASDAQ NMS - GLOBAL MARKET,10/26/2007,54.56213,MICRO_CAP,262.317939
2332,SHLO,Shiloh Industries Inc,Auto Components,US,USD,NASDAQ NMS - GLOBAL MARKET,6/29/1993,23.99019,MICRO_CAP,24.208059
2333,SHOO,Steven Madden Ltd,"Textiles, Apparel & Luxury Goods",US,USD,NASDAQ NMS - GLOBAL MARKET,12/13/1993,2221.049,MID_CAP,83.15421
2334,SHSP,SharpSpring Inc,Technology,US,USD,NASDAQ NMS - GLOBAL MARKET,4/11/2011,108.6972,MICRO_CAP,11.526741
2337,SIBN,SI-BONE Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,10/17/2018,511.1198,SMALL_CAP,28.427133
2338,SIC,Select Interior Concepts Inc,Diversified Consumer Services,US,USD,NASDAQ NMS - GLOBAL MARKET,12/6/2017,107.3694,MICRO_CAP,25.322974
2339,SIEB,Siebert Financial Corp,Financial Services,US,USD,NASDAQ NMS - GLOBAL MARKET,3/18/1980,218.8675,MICRO_CAP,30.65371
2340,SIEN,Sientra Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,10/29/2014,225.6508,MICRO_CAP,50.033442
2341,SIFY,Sify Technologies Ltd,Telecommunication,IN,USD,NASDAQ NMS - GLOBAL MARKET,10/18/1999,166.5326,MICRO_CAP,179.144347
2342,SIGA,SIGA Technologies Inc,Pharmaceuticals,US,USD,NASDAQ NMS - GLOBAL MARKET,9/9/1997,463.5913,SMALL_CAP,81.047424
2343,SIGI,Selective Insurance Group Inc,Insurance,US,USD,NASDAQ NMS - GLOBAL MARKET,3/17/1980,3368.702,MID_CAP,59.70758
2344,SILC,Silicom Ltd,Communications,IL,USD,NASDAQ NMS - GLOBAL MARKET,12/27/2005,251.1507,MICRO_CAP,7.175734
2345,SILK,Silk Road Medical Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,4/4/2019,1406.176,SMALL_CAP,33.424662
2346,SIMO,Silicon Motion Technology Corp,Semiconductors,TW,USD,NASDAQ NMS - GLOBAL MARKET,6/30/2005,1708.465,SMALL_CAP,144.679404
2347,SINA,SINA Corp,Media,CN,USD,NASDAQ NMS - GLOBAL MARKET,4/1/2000,2277.984,MID_CAP,68.450187
2348,SINO,Sino-Global Shipping America Ltd,Transportation Infrastructure,US,USD,NASDAQ NMS - GLOBAL MARKET,5/21/2008,7.95952,MICRO_CAP,18.239037
2349,SINT,SINTX Technologies Inc,Health Care,US,USD,NASDAQ NMS - GLOBAL MARKET,2/11/2014,8.84332,MICRO_CAP,11.791087
2350,SIRI,Sirius XM Holdings Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,9/13/1994,27697.93,LARGE_CAP,4379.119828
2351,SITM,SiTime Corp,Semiconductors,US,USD,NASDAQ NMS - GLOBAL MARKET,11/21/2019,537.5135,SMALL_CAP,15.061
2352,SIVB,SVB Financial Group,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,10/26/1987,12070.06,LARGE_CAP,51.513227
2354,SKYS,Sky Solar Holdings Ltd,Utilities,HK,USD,NASDAQ NMS - GLOBAL MARKET,11/4/2014,72.68643,MICRO_CAP,167.8186056
2355,SKYW,SkyWest Inc,Airlines,US,USD,NASDAQ NMS - GLOBAL MARKET,6/26/1986,2367.619,MID_CAP,50.140172
2357,SLAB,Silicon Laboratories Inc,Semiconductors,US,USD,NASDAQ NMS - GLOBAL MARKET,3/24/2000,4501.101,MID_CAP,43.687288
2358,SLCT,Select Bancorp Inc,Banking,US,USD,NASDAQ NMS - GLOBAL MARKET,11/6/2000,154.1956,MICRO_CAP,18.055692
2359,SLDB,Solid Biosciences Inc,Biotechnology,US,USD,NASDAQ NMS - GLOBAL MARKET,1/26/2018,149.2691,MICRO_CAP,46.070724
2360,SLGG,Super League Gaming Inc,Media,US,USD,NASDAQ NMS - GLOBAL MARKET,2/26/2019,31.36643,MICRO_CAP,10.420742
2361,SLGL,Sol Gel Technologies Ltd,Pharmaceuticals,IL,USD,NASDAQ NMS - GLOBAL MARKET,2/1/2018,191.3855,MICRO_CAP,22.972948
2362,SLGN,Silgan Holdings Inc,Packaging,US,USD,NASDAQ NMS - GLOBAL MARKET,2/14/1997,3785.143,MID_CAP,110.871203
